learning rate/epochs,1.00E-07,1.00E-06,1.00E-05,0.0001,0.001,0.01,0.1,1,10,100
0,0.105378047,0.105378047,0.105378047,0.105378047,0.105378047,0.105378047,0.105378047,0.105378047,0.105378047,0.105378047
1,0.105377994,0.10537751,0.105372645,0.10532409,0.104841717,0.100317463,0.072515622,0.031565074,0.021814082,0.020733014
2,0.105378032,0.105377793,0.105375417,0.105351813,0.1051156,0.102761149,0.083426148,0.037076518,0.022467218,0.0207997
3,0.105378054,0.105378166,0.105379172,0.105389178,0.105486028,0.106189921,0.099335104,0.04327067,0.023134768,0.020866591
4,0.105378062,0.105378293,0.105380423,0.105401956,0.105613068,0.107139409,0.109859593,0.050588254,0.023817796,0.020933703
5,0.105378076,0.10537836,0.105381034,0.105407931,0.105638243,0.107204974,0.111281358,0.058980919,0.024519699,0.02100102
6,0.105378084,0.105378389,0.105381295,0.105410717,0.10570538,0.107638307,0.112620763,0.068720058,0.025241934,0.021068549
7,0.105378091,0.105378471,0.105382167,0.105420113,0.105743796,0.107907638,0.112997659,0.079637527,0.02598523,0.021136297
8,0.105378091,0.105378523,0.105382517,0.105422817,0.105776876,0.108113393,0.113385797,0.089732133,0.026750201,0.021204252
9,0.105378106,0.105378568,0.10538312,0.105425291,0.105839685,0.108254887,0.113800824,0.097435594,0.027537469,0.021272436
10,0.105378091,0.105378591,0.105383188,0.105429515,0.105863869,0.108421467,0.11420659,0.105349548,0.028347654,0.021340501
11,0.105378106,0.105378658,0.105383828,0.105436072,0.105917171,0.108560704,0.115504682,0.11342153,0.029181436,0.021408238
12,0.105378099,0.105378725,0.105384395,0.105441436,0.105940312,0.108724013,0.115876995,0.121314339,0.030039448,0.021476056
13,0.105378121,0.105378762,0.105384827,0.105445981,0.105993018,0.108885974,0.116738483,0.127776593,0.030911693,0.021543942
14,0.105378129,0.105378821,0.105385363,0.105451256,0.106041789,0.109046593,0.117109366,0.129334778,0.031808227,0.021611925
15,0.105378136,0.105378874,0.105385914,0.10545671,0.106098354,0.109205887,0.11747545,0.130781308,0.032730438,0.021680124
16,0.105378129,0.105378941,0.105386466,0.105458573,0.106121428,0.109363824,0.117782898,0.132131904,0.03367902,0.021748535
17,0.105378136,0.105378956,0.105386645,0.105464116,0.106172942,0.109519497,0.118059985,0.133330584,0.034654707,0.021817151
18,0.105378136,0.105379023,0.105387121,0.105470195,0.106196955,0.109545469,0.119231045,0.13348636,0.035658263,0.02188598
19,0.105378136,0.105379105,0.105388016,0.105478078,0.106246449,0.109700143,0.119520597,0.133737773,0.03668838,0.021955026
20,0.105378151,0.105379157,0.10538853,0.105479851,0.10630323,0.109833099,0.119752437,0.134848654,0.037744708,0.022024278
21,0.105378151,0.105379179,0.105388701,0.105485111,0.106354937,0.109867163,0.119973019,0.134611517,0.038831078,0.022093758
22,0.105378166,0.105379239,0.105389252,0.105490446,0.106371462,0.109998204,0.120526828,0.13501209,0.039949473,0.022163436
23,0.105378158,0.105379298,0.105389796,0.105492383,0.106393293,0.110032469,0.120741755,0.13543421,0.041099392,0.022233179
24,0.105378166,0.105379373,0.105390243,0.105501197,0.106447667,0.110094786,0.121286735,0.135515109,0.042281687,0.022303088
25,0.105378173,0.105379403,0.105390765,0.105505571,0.106472477,0.110282339,0.12148568,0.13581863,0.043494776,0.022373207
26,0.105378173,0.105379447,0.105391301,0.105507247,0.106520757,0.110347241,0.121989459,0.136192605,0.044749089,0.02244355
27,0.105378196,0.105379507,0.10539183,0.105512485,0.106571943,0.11048466,0.122193202,0.136703685,0.046038851,0.022514112
28,0.105378188,0.105379537,0.105392024,0.105518468,0.10659425,0.110551104,0.122392654,0.13683334,0.047361255,0.022584889
29,0.105378181,0.105379626,0.105392843,0.105523668,0.106616467,0.110630751,0.122851633,0.137204796,0.048702501,0.022655748
30,0.105378196,0.105379671,0.105393365,0.105528906,0.106639348,0.110794604,0.1230423,0.137145802,0.050092854,0.02272681
31,0.105378196,0.10537973,0.105393872,0.105534017,0.106693119,0.110861607,0.123533368,0.137489304,0.051521912,0.022798086
32,0.105378196,0.105379745,0.105394043,0.105535194,0.10671708,0.110941261,0.123590708,0.137578934,0.052990712,0.022869594
33,0.105378211,0.105379805,0.105394602,0.105540678,0.10677138,0.111007318,0.124058709,0.137818858,0.054499529,0.022941314
34,0.105378211,0.105379887,0.105395406,0.105545983,0.106792286,0.111126833,0.124123804,0.137889117,0.05606335,0.02301326
35,0.105378211,0.105379947,0.10539557,0.105551824,0.106842525,0.111194625,0.124176465,0.13811487,0.057671342,0.023085417
36,0.105378218,0.105379969,0.105396092,0.105557069,0.106864162,0.111274377,0.124665916,0.138103664,0.059324712,0.023157816
37,0.105378225,0.105380028,0.105396628,0.105562136,0.106885657,0.111342251,0.124725237,0.138291031,0.061024651,0.023230433
38,0.105378225,0.105380073,0.10539721,0.105563045,0.106909446,0.111496732,0.124776959,0.137878731,0.062772416,0.02330328
39,0.105378255,0.105380133,0.105397746,0.105568483,0.106932759,0.11156483,0.125340715,0.138209477,0.064509906,0.023376349
40,0.105378248,0.105380185,0.105398193,0.105577096,0.107013404,0.111632548,0.125384063,0.138069868,0.066063322,0.023449644
41,0.105378248,0.105380237,0.105398722,0.10557878,0.107034698,0.11167495,0.12541616,0.138129458,0.067648247,0.023523152
42,0.105378255,0.105380297,0.105399251,0.105584621,0.107055902,0.11174348,0.125433281,0.138328582,0.06926515,0.023596887
43,0.105378255,0.105380327,0.105399452,0.105589591,0.107077107,0.111810952,0.125742078,0.138048008,0.070914485,0.023670841
44,0.10537827,0.105380408,0.105400346,0.10559155,0.107098222,0.111960068,0.125765428,0.138263911,0.072575212,0.02374503
45,0.10537827,0.105380461,0.105400786,0.105600312,0.10712149,0.112028517,0.125862762,0.138219044,0.074160568,0.023819458
46,0.105378285,0.105380513,0.10540095,0.105601087,0.107144721,0.112096742,0.125957012,0.138255268,0.075772382,0.023894107
47,0.10537827,0.10538052,0.105401471,0.105606928,0.1071674,0.112140775,0.126048088,0.138147578,0.077389777,0.023968998
48,0.105378285,0.105380595,0.105402023,0.105612047,0.107219622,0.112209417,0.126256287,0.138191432,0.078679696,0.024044115
49,0.1053783,0.105380684,0.105402894,0.105613843,0.107240111,0.112277731,0.126520142,0.13836585,0.079981163,0.024119468
50,0.1053783,0.105380729,0.105403066,0.105622604,0.107288219,0.112420261,0.126601294,0.138232321,0.081294119,0.024195049
51,0.1053783,0.105380744,0.105403513,0.105627604,0.107309006,0.112488672,0.126680136,0.1383553,0.082618542,0.024270881
52,0.105378307,0.105380803,0.105404042,0.105629906,0.107329756,0.112556428,0.126756728,0.138273537,0.083954372,0.024346944
53,0.105378307,0.105380863,0.105404213,0.105635367,0.107350431,0.112592451,0.126831234,0.138297781,0.085301593,0.024423245
54,0.1053783,0.105380915,0.1054051,0.105639778,0.107373193,0.112660885,0.126903698,0.138260782,0.086660117,0.02449978
55,0.105378315,0.105380967,0.105405636,0.10564176,0.107424118,0.112729274,0.126974225,0.138276413,0.088029966,0.024576545
56,0.10537833,0.105381027,0.105406061,0.105650403,0.107444696,0.112797603,0.127042919,0.138092622,0.08941105,0.024653563
57,0.10537833,0.105381086,0.105406232,0.105652623,0.107465237,0.112865165,0.127109826,0.138269931,0.090799049,0.024730809
58,0.10537833,0.105381101,0.105406791,0.105657831,0.107485749,0.112902313,0.127170742,0.138172939,0.092018664,0.024808306
59,0.105378345,0.105381176,0.10540767,0.105662763,0.10750623,0.113037378,0.127478331,0.138209105,0.093398228,0.024886034
60,0.105378345,0.105381265,0.105407834,0.10566467,0.10752666,0.113105379,0.12753883,0.138397068,0.094645113,0.024964016
61,0.105378337,0.10538131,0.105408356,0.105673969,0.107549101,0.113172904,0.127597854,0.13819021,0.09589164,0.025042228
62,0.105378345,0.105381325,0.105408825,0.105673708,0.107564986,0.113210961,0.127654999,0.138348669,0.097288407,0.025120694
63,0.10537836,0.105381377,0.105409369,0.105679572,0.107580699,0.113278814,0.127803236,0.138275579,0.098555028,0.025199391
64,0.105378367,0.105381466,0.105409555,0.10568516,0.107624091,0.113346554,0.127857417,0.138302967,0.099824227,0.025278345
65,0.10537836,0.105381489,0.105410457,0.105687067,0.107637778,0.113413863,0.12791039,0.138301432,0.101241052,0.025357541
66,0.105378374,0.105381534,0.105410978,0.105696321,0.107651442,0.113452658,0.127960399,0.13844803,0.102526762,0.025436979
67,0.105378382,0.105381593,0.105411477,0.105696812,0.107665107,0.113520183,0.128099263,0.138417661,0.103814304,0.02551667
68,0.105378382,0.105381645,0.105411664,0.105702654,0.107678756,0.113587603,0.128147826,0.138356492,0.10524451,0.0255966
69,0.105378389,0.105381705,0.105412111,0.105708212,0.107692391,0.113653958,0.128268361,0.138522297,0.106512055,0.025676787
70,0.105378389,0.105381764,0.105413064,0.105710171,0.107707709,0.113760218,0.128310829,0.138345212,0.107776143,0.025757225
71,0.105378389,0.105381802,0.105413109,0.105719328,0.10772869,0.113886043,0.128442287,0.138517618,0.10920319,0.025837911
72,0.105378412,0.105381869,0.105413705,0.105719112,0.107749574,0.11395257,0.128486171,0.138336167,0.110485688,0.025918849
73,0.105378412,0.105381899,0.105414212,0.105724961,0.107764654,0.113991708,0.128527075,0.138471752,0.111756429,0.026000038
74,0.105378419,0.105381951,0.105414644,0.105730467,0.107812479,0.114058152,0.128650352,0.138580084,0.113209531,0.026081478
75,0.105378419,0.10538204,0.10541524,0.105732486,0.107831217,0.114124462,0.128691077,0.138413578,0.114501595,0.02616317
76,0.105378419,0.1053821,0.105415821,0.105738238,0.107844427,0.114187986,0.128730237,0.138541162,0.115883321,0.026245113
