,initial_partition_approach,number_of_communities,initial modularity,modularity after fine-tuning,COMBO modularity_not_restricted,COMBO modularity
celeganmetabolic_453.mat,LPA,74,0.212995,0.212995,0.4514651083433376,0.48643226852002347
